t,src,seq,t_gen
4.448291,254,4,4.448291
4.448535,49,4,4.448535
4.448639,313,4,4.448639
4.449380,247,4,4.449380
4.450051,365,4,4.450051
4.450741,107,4,4.450741
4.453086,131,4,4.453086
4.453177,175,4,4.453177
4.455497,184,4,4.455497
4.455599,311,4,4.455599
4.456996,274,4,4.456996
4.457395,144,4,4.457395
4.458364,57,4,4.458364
4.459046,327,4,4.459046
4.459766,150,4,4.459766
4.462851,203,4,4.462851
4.463440,33,4,4.463440
4.464109,209,4,4.464109
4.465753,396,4,4.465753
4.467651,392,4,4.467651
4.468234,238,4,4.468234
4.468309,353,4,4.468309
4.468609,292,4,4.468609
4.468642,45,4,4.468642
4.468818,221,4,4.468818
4.470391,239,4,4.470391
4.472354,114,4,4.472354
4.478466,225,4,4.478466
4.479154,293,4,4.479154
4.480128,86,4,4.480128
4.483561,105,4,4.483561
4.483630,259,4,4.483630
4.484432,133,4,4.484432
4.484452,40,4,4.484452
4.485038,96,4,4.485038
4.485111,199,4,4.485111
4.486041,142,4,4.486041
4.487495,380,4,4.487495
4.487712,384,4,4.487712
4.487876,94,4,4.487876
4.488401,346,4,4.488401
4.489274,358,4,4.489274
4.489787,89,4,4.489787
4.490820,18,4,4.490820
4.492316,219,4,4.492316
4.492467,253,4,4.492467
4.495571,152,4,4.495571
4.496037,295,4,4.496037
5.000604,291,5,5.000604
5.001339,395,5,5.001339
5.001550,195,5,5.001550
5.002595,198,5,5.002595
5.004256,132,5,5.004256
5.004345,304,5,5.004345
5.004466,248,5,5.004466
5.009650,88,5,5.009650
5.010844,230,5,5.010844
5.010987,270,5,5.010987
5.012264,125,5,5.012264
5.012310,75,5,5.012310
5.012377,399,5,5.012377
5.012472,305,5,5.012472
5.012749,97,5,5.012749
5.013261,102,5,5.013261
5.014550,149,5,5.014550
5.014817,287,5,5.014817
5.016233,13,5,5.016233
5.016451,355,5,5.016451
5.018280,387,5,5.018280
5.018783,218,5,5.018783
5.019825,261,5,5.019825
5.021488,169,5,5.021488
5.022830,21,5,5.022830
5.026254,240,5,5.026254
5.027554,310,5,5.027554
5.027983,5,5,5.027983
5.029435,265,5,5.029435
5.032541,368,5,5.032541
5.035205,318,5,5.035205
5.035224,29,5,5.035224
5.036217,87,5,5.036217
5.039485,382,5,5.039485
5.041029,228,5,5.041029
5.042617,285,5,5.042617
5.043266,6,5,5.043266
5.045116,249,5,5.045116
5.046014,4,5,5.046014
5.046947,357,5,5.046947
5.047810,323,5,5.047810
5.048281,252,5,5.048281
5.048747,336,5,5.048747
5.049239,3,5,5.049239
5.049708,135,5,5.049708
5.049979,260,5,5.049979
5.050016,85,5,5.050016
5.053215,171,5,5.053215
5.056743,226,5,5.056743
5.056908,58,5,5.056908
5.058049,170,5,5.058049
5.060460,166,5,5.060460
5.060530,50,5,5.060530
5.061922,266,5,5.061922
5.065926,77,5,5.065926
5.065952,333,5,5.065952
5.066408,60,5,5.066408
5.068626,231,5,5.068626
5.072143,306,5,5.072143
5.072935,180,5,5.072935
5.074134,120,5,5.074134
5.074239,90,5,5.074239
5.074415,76,5,5.074415
5.076814,129,5,5.076814
5.080197,321,5,5.080197
5.084288,106,5,5.084288
5.085050,344,5,5.085050
5.089705,234,5,5.089705
5.092181,189,5,5.092181
5.093776,191,5,5.093776
5.094531,246,5,5.094531
5.096359,326,5,5.096359
5.097011,376,5,5.097011
5.100182,202,5,5.100182
5.100258,334,5,5.100258
5.100759,71,5,5.100759
5.102783,377,5,5.102783
5.105767,244,5,5.105767
5.107764,92,5,5.107764
5.111329,308,5,5.111329
5.112233,398,5,5.112233
5.113542,140,5,5.113542
5.114132,52,5,5.114132
5.115535,370,5,5.115535
5.116539,339,5,5.116539
5.117631,264,5,5.117631
5.118587,7,5,5.118587
5.119022,178,5,5.119022
5.120773,51,5,5.120773
5.122326,19,5,5.122326
5.123267,173,5,5.123267
5.123523,386,5,5.123523
5.127013,331,5,5.127013
5.128617,46,5,5.128617
5.129351,91,5,5.129351
5.130314,232,5,5.130314
5.133348,223,5,5.133348
5.135557,255,5,5.135557
5.136115,227,5,5.136115
5.136342,119,5,5.136342
5.136504,95,5,5.136504
5.137288,303,5,5.137288
5.138887,100,5,5.138887
5.140576,280,5,5.140576
5.142043,391,5,5.142043
5.143560,168,5,5.143560
5.144888,136,5,5.144888
5.146572,201,5,5.146572
5.148121,66,5,5.148121
5.149822,123,5,5.149822
5.150412,381,5,5.150412
5.150846,317,5,5.150846
5.153688,301,5,5.153688
5.154626,204,5,5.154626
5.155034,22,5,5.155034
5.156377,27,5,5.156377
5.158110,277,5,5.158110
5.158244,172,5,5.158244
5.160283,194,5,5.160283
5.162041,276,5,5.162041
5.162202,62,5,5.162202
5.162559,236,5,5.162559
5.164152,160,5,5.164152
5.164189,348,5,5.164189
5.164771,104,5,5.164771
5.164968,108,5,5.164968
5.166095,314,5,5.166095
5.167815,181,5,5.167815
5.174391,74,5,5.174391
5.175104,322,5,5.175104
5.175935,68,5,5.175935
5.177253,213,5,5.177253
5.177613,296,5,5.177613
5.179054,55,5,5.179054
5.180576,127,5,5.180576
5.180653,183,5,5.180653
5.181581,41,5,5.181581
5.182231,361,5,5.182231
5.184051,26,5,5.184051
5.184745,309,5,5.184745
5.187122,61,5,5.187122
5.187162,20,5,5.187162
5.187376,271,5,5.187376
5.188113,16,5,5.188113
5.189163,84,5,5.189163
5.189678,164,5,5.189678
5.190365,31,5,5.190365
5.190699,269,5,5.190699
5.190880,47,5,5.190880
5.191220,251,5,5.191220
5.191551,153,5,5.191551
5.192619,56,5,5.192619
5.193414,112,5,5.193414
5.194160,320,5,5.194160
5.194434,139,5,5.194434
5.197772,338,5,5.197772
5.198767,42,5,5.198767
5.199830,283,5,5.199830
5.199834,268,5,5.199834
5.201383,217,5,5.201383
5.201609,205,5,5.201609
5.202153,366,5,5.202153
5.202212,161,5,5.202212
5.203461,388,5,5.203461
5.207640,351,5,5.207640
5.207804,352,5,5.207804
5.210922,319,5,5.210922
5.212754,130,5,5.212754
5.212973,356,5,5.212973
5.213472,316,5,5.213472
5.213917,36,5,5.213917
5.215892,211,5,5.215892
5.215997,390,5,5.215997
5.216303,208,5,5.216303
5.216639,235,5,5.216639
5.217078,186,5,5.217078
5.217380,190,5,5.217380
5.218907,379,5,5.218907
5.220333,146,5,5.220333
5.223572,39,5,5.223572
5.223758,82,5,5.223758
5.224071,220,5,5.224071
5.224542,44,5,5.224542
5.227430,141,5,5.227430
5.227949,329,5,5.227949
5.229130,263,5,5.229130
5.230110,124,5,5.230110
5.230503,155,5,5.230503
5.236595,256,5,5.236595
5.237334,188,5,5.237334
5.239877,257,5,5.239877
5.241446,375,5,5.241446
5.241853,262,5,5.241853
5.244755,53,5,5.244755
5.245512,17,5,5.245512
5.248839,35,5,5.248839
5.251355,128,5,5.251355
5.251967,65,5,5.251967
5.254195,258,5,5.254195
5.255314,111,5,5.255314
5.256226,110,5,5.256226
5.256537,10,5,5.256537
5.256880,307,5,5.256880
5.257027,335,5,5.257027
5.258806,187,5,5.258806
5.259821,73,5,5.259821
5.261185,9,5,5.261185
5.261503,193,5,5.261503
5.265044,113,5,5.265044
5.265430,284,5,5.265430
5.267734,378,5,5.267734
5.268137,0,5,5.268137
5.268640,302,5,5.268640
5.269434,371,5,5.269434
5.269537,137,5,5.269537
5.269559,157,5,5.269559
5.271065,165,5,5.271065
5.271229,151,5,5.271229
5.272295,12,5,5.272295
5.272324,162,5,5.272324
5.274181,118,5,5.274181
5.274260,72,5,5.274260
5.275540,332,5,5.275540
5.277681,70,5,5.277681
5.279033,126,5,5.279033
5.280789,282,5,5.280789
5.281392,174,5,5.281392
5.282032,224,5,5.282032
5.285922,363,5,5.285922
5.287606,359,5,5.287606
5.289506,343,5,5.289506
5.289840,328,5,5.289840
5.289956,93,5,5.289956
5.290053,176,5,5.290053
5.290076,14,5,5.290076
5.290444,179,5,5.290444
5.291702,237,5,5.291702
5.292716,340,5,5.292716
5.296040,210,5,5.296040
5.296390,212,5,5.296390
5.298106,241,5,5.298106
5.298651,196,5,5.298651
5.298968,177,5,5.298968
5.304297,347,5,5.304297
5.304494,342,5,5.304494
5.304589,2,5,5.304589
5.305493,394,5,5.305493
5.305874,80,5,5.305874
5.309591,250,5,5.309591
5.310846,163,5,5.310846
5.312679,273,5,5.312679
5.312764,182,5,5.312764
5.312818,103,5,5.312818
5.315563,59,5,5.315563
5.316531,206,5,5.316531
5.316707,300,5,5.316707
5.316965,32,5,5.316965
5.317528,122,5,5.317528
5.319514,117,5,5.319514
5.320012,25,5,5.320012
5.321176,330,5,5.321176
5.321839,360,5,5.321839
5.324299,148,5,5.324299
5.324539,197,5,5.324539
5.324916,11,5,5.324916
5.326154,215,5,5.326154
5.328510,214,5,5.328510
5.330804,272,5,5.330804
5.331933,200,5,5.331933
5.332839,286,5,5.332839
5.333642,145,5,5.333642
5.333797,325,5,5.333797
5.333857,362,5,5.333857
5.335897,275,5,5.335897
5.335954,81,5,5.335954
5.336021,222,5,5.336021
5.336919,397,5,5.336919
5.338557,116,5,5.338557
5.340058,63,5,5.340058
5.340135,1,5,5.340135
5.340349,167,5,5.340349
5.341059,289,5,5.341059
5.341786,30,5,5.341786
5.342546,147,5,5.342546
5.342739,369,5,5.342739
5.343181,345,5,5.343181
5.345447,134,5,5.345447
5.348039,83,5,5.348039
5.348571,48,5,5.348571
5.353959,78,5,5.353959
5.354304,99,5,5.354304
5.354536,79,5,5.354536
5.356463,315,5,5.356463
5.356964,281,5,5.356964
5.357604,192,5,5.357604
5.360264,299,5,5.360264
5.360715,374,5,5.360715
5.361092,354,5,5.361092
5.362074,138,5,5.362074
5.363439,383,5,5.363439
5.369113,38,5,5.369113
5.369195,69,5,5.369195
5.369341,43,5,5.369341
5.373292,373,5,5.373292
5.373418,341,5,5.373418
5.382497,245,5,5.382497
5.382635,229,5,5.382635
5.385337,298,5,5.385337
5.385545,15,5,5.385545
5.386133,393,5,5.386133
5.386517,372,5,5.386517
5.387342,364,5,5.387342
5.387902,279,5,5.387902
5.390466,243,5,5.390466
5.391045,385,5,5.391045
5.397767,64,5,5.397767
5.398160,294,5,5.398160
5.400918,28,5,5.400918
5.401346,349,5,5.401346
5.403335,154,5,5.403335
5.403511,24,5,5.403511
5.410859,216,5,5.410859
5.411280,37,5,5.411280
5.413412,156,5,5.413412
5.415760,23,5,5.415760
5.416658,278,5,5.416658
5.416909,143,5,5.416909
5.418182,350,5,5.418182
5.419756,8,5,5.419756
5.424170,297,5,5.424170
5.425927,337,5,5.425927
5.426970,34,5,5.426970
5.428151,121,5,5.428151
5.428378,267,5,5.428378
5.435541,233,5,5.435541
5.435551,324,5,5.435551
5.438875,389,5,5.438875
5.439246,185,5,5.439246
5.440053,159,5,5.440053
5.442476,312,5,5.442476
5.442981,67,5,5.442981
5.443632,158,5,5.443632
5.444022,98,5,5.444022
5.444617,109,5,5.444617
5.444644,288,5,5.444644
5.445326,207,5,5.445326
5.445657,290,5,5.445657
5.445761,54,5,5.445761
5.445900,242,5,5.445900
5.446431,115,5,5.446431
5.447432,101,5,5.447432
5.447673,367,5,5.447673
5.448291,254,5,5.448291
5.448535,49,5,5.448535
5.448639,313,5,5.448639
5.449380,247,5,5.449380
5.450051,365,5,5.450051
5.450741,107,5,5.450741
5.453086,131,5,5.453086
5.453177,175,5,5.453177
5.455497,184,5,5.455497
5.455599,311,5,5.455599
5.456996,274,5,5.456996
5.457395,144,5,5.457395
5.458364,57,5,5.458364
5.459046,327,5,5.459046
5.459766,150,5,5.459766
5.462851,203,5,5.462851
5.463440,33,5,5.463440
5.464109,209,5,5.464109
5.465753,396,5,5.465753
5.467651,392,5,5.467651
5.468234,238,5,5.468234
5.468309,353,5,5.468309
5.468609,292,5,5.468609
5.468642,45,5,5.468642
5.468818,221,5,5.468818
5.470391,239,5,5.470391
5.472354,114,5,5.472354
5.478466,225,5,5.478466
5.479154,293,5,5.479154
5.480128,86,5,5.480128
5.483561,105,5,5.483561
5.483630,259,5,5.483630
5.484432,133,5,5.484432
5.484452,40,5,5.484452
5.485038,96,5,5.485038
5.485111,199,5,5.485111
5.486041,142,5,5.486041
5.487495,380,5,5.487495
5.487712,384,5,5.487712
5.487876,94,5,5.487876
5.488401,346,5,5.488401
5.489274,358,5,5.489274
5.489787,89,5,5.489787
5.490820,18,5,5.490820
5.492316,219,5,5.492316
5.492467,253,5,5.492467
5.495571,152,5,5.495571
5.496037,295,5,5.496037
6.000604,291,6,6.000604
6.001339,395,6,6.001339
6.001550,195,6,6.001550
6.002595,198,6,6.002595
6.004256,132,6,6.004256
6.004345,304,6,6.004345
6.004466,248,6,6.004466
6.009650,88,6,6.009650
6.010844,230,6,6.010844
6.010987,270,6,6.010987
6.012264,125,6,6.012264
6.012310,75,6,6.012310
6.012377,399,6,6.012377
6.012472,305,6,6.012472
6.012749,97,6,6.012749
6.013261,102,6,6.013261
6.014550,149,6,6.014550
6.014817,287,6,6.014817
6.016233,13,6,6.016233
6.016451,355,6,6.016451
6.018280,387,6,6.018280
6.018783,218,6,6.018783
6.019825,261,6,6.019825
6.021488,169,6,6.021488
6.022830,21,6,6.022830
6.026254,240,6,6.026254
6.027554,310,6,6.027554
6.027983,5,6,6.027983
6.029435,265,6,6.029435
6.032541,368,6,6.032541
6.035205,318,6,6.035205
6.035224,29,6,6.035224
6.036217,87,6,6.036217
6.039485,382,6,6.039485
6.041029,228,6,6.041029
6.042617,285,6,6.042617
6.043266,6,6,6.043266
6.045116,249,6,6.045116
6.046014,4,6,6.046014
6.046947,357,6,6.046947
6.047810,323,6,6.047810
6.048281,252,6,6.048281
6.048747,336,6,6.048747
6.049239,3,6,6.049239
6.049708,135,6,6.049708
6.049979,260,6,6.049979
6.050016,85,6,6.050016
6.053215,171,6,6.053215
6.056743,226,6,6.056743
6.056908,58,6,6.056908
6.058049,170,6,6.058049
6.060460,166,6,6.060460
6.060530,50,6,6.060530
6.061922,266,6,6.061922
6.065926,77,6,6.065926
6.065952,333,6,6.065952
6.066408,60,6,6.066408
6.068626,231,6,6.068626
6.072143,306,6,6.072143
6.072935,180,6,6.072935
6.074134,120,6,6.074134
6.074239,90,6,6.074239
6.074415,76,6,6.074415
6.076814,129,6,6.076814
6.080197,321,6,6.080197
6.084288,106,6,6.084288
6.085050,344,6,6.085050
6.089705,234,6,6.089705
6.092181,189,6,6.092181
6.093776,191,6,6.093776
6.094531,246,6,6.094531
6.096359,326,6,6.096359
6.097011,376,6,6.097011
6.100182,202,6,6.100182
6.100258,334,6,6.100258
6.100759,71,6,6.100759
6.102783,377,6,6.102783
6.105767,244,6,6.105767
6.107764,92,6,6.107764
6.111329,308,6,6.111329
6.112233,398,6,6.112233
6.113542,140,6,6.113542
6.114132,52,6,6.114132
6.115535,370,6,6.115535
6.116539,339,6,6.116539
6.117631,264,6,6.117631
6.118587,7,6,6.118587
6.119022,178,6,6.119022
6.120773,51,6,6.120773
6.122326,19,6,6.122326
6.123267,173,6,6.123267
6.123523,386,6,6.123523
6.127013,331,6,6.127013
6.128617,46,6,6.128617
6.129351,91,6,6.129351
6.130314,232,6,6.130314
6.133348,223,6,6.133348
6.135557,255,6,6.135557
6.136115,227,6,6.136115
6.136342,119,6,6.136342
6.136504,95,6,6.136504
6.137288,303,6,6.137288
6.138887,100,6,6.138887
6.140576,280,6,6.140576
6.142043,391,6,6.142043
6.143560,168,6,6.143560
6.144888,136,6,6.144888
6.146572,201,6,6.146572
6.148121,66,6,6.148121
6.149822,123,6,6.149822
6.150412,381,6,6.150412
6.150846,317,6,6.150846
6.153688,301,6,6.153688
6.154626,204,6,6.154626
6.155034,22,6,6.155034
6.156377,27,6,6.156377
6.158110,277,6,6.158110
6.158244,172,6,6.158244
6.160283,194,6,6.160283
6.162041,276,6,6.162041
6.162202,62,6,6.162202
6.162559,236,6,6.162559
6.164152,160,6,6.164152
6.164189,348,6,6.164189
6.164771,104,6,6.164771
6.164968,108,6,6.164968
6.166095,314,6,6.166095
6.167815,181,6,6.167815
6.174391,74,6,6.174391
6.175104,322,6,6.175104
6.175935,68,6,6.175935
6.177253,213,6,6.177253
6.177613,296,6,6.177613
6.179054,55,6,6.179054
6.180576,127,6,6.180576
6.180653,183,6,6.180653
6.181581,41,6,6.181581
6.182231,361,6,6.182231
6.184051,26,6,6.184051
6.184745,309,6,6.184745
6.187122,61,6,6.187122
6.187162,20,6,6.187162
6.187376,271,6,6.187376
6.188113,16,6,6.188113
6.189163,84,6,6.189163
6.189678,164,6,6.189678
6.190365,31,6,6.190365
6.190699,269,6,6.190699
6.190880,47,6,6.190880
6.191220,251,6,6.191220
6.191551,153,6,6.191551
6.192619,56,6,6.192619
6.193414,112,6,6.193414
6.194160,320,6,6.194160
6.194434,139,6,6.194434
6.197772,338,6,6.197772
6.198767,42,6,6.198767
6.199830,283,6,6.199830
6.199834,268,6,6.199834
6.201383,217,6,6.201383
6.201609,205,6,6.201609
6.202153,366,6,6.202153
6.202212,161,6,6.202212
6.203461,388,6,6.203461
6.207640,351,6,6.207640
6.207804,352,6,6.207804
6.210922,319,6,6.210922
6.212754,130,6,6.212754
6.212973,356,6,6.212973
6.213472,316,6,6.213472
6.213917,36,6,6.213917
6.215892,211,6,6.215892
6.215997,390,6,6.215997
6.216303,208,6,6.216303
6.216639,235,6,6.216639
6.217078,186,6,6.217078
6.217380,190,6,6.217380
6.218907,379,6,6.218907
6.220333,146,6,6.220333
6.223572,39,6,6.223572
6.223758,82,6,6.223758
6.224071,220,6,6.224071
6.224542,44,6,6.224542
6.227430,141,6,6.227430
6.227949,329,6,6.227949
6.229130,263,6,6.229130
6.230110,124,6,6.230110
6.230503,155,6,6.230503
6.236595,256,6,6.236595
6.237334,188,6,6.237334
6.239877,257,6,6.239877
6.241446,375,6,6.241446
6.241853,262,6,6.241853
6.244755,53,6,6.244755
6.245512,17,6,6.245512
6.248839,35,6,6.248839
6.251355,128,6,6.251355
6.251967,65,6,6.251967
6.254195,258,6,6.254195
6.255314,111,6,6.255314
6.256226,110,6,6.256226
6.256537,10,6,6.256537
6.256880,307,6,6.256880
6.257027,335,6,6.257027
6.258806,187,6,6.258806
6.259821,73,6,6.259821
6.261185,9,6,6.261185
6.261503,193,6,6.261503
6.265044,113,6,6.265044
6.265430,284,6,6.265430
6.267734,378,6,6.267734
6.268137,0,6,6.268137
6.268640,302,6,6.268640
6.269434,371,6,6.269434
6.269537,137,6,6.269537
6.269559,157,6,6.269559
6.271065,165,6,6.271065
6.271229,151,6,6.271229
6.272295,12,6,6.272295
6.272324,162,6,6.272324
6.274181,118,6,6.274181
6.274260,72,6,6.274260
6.275540,332,6,6.275540
6.277681,70,6,6.277681
6.279033,126,6,6.279033
6.280789,282,6,6.280789
6.281392,174,6,6.281392
6.282032,224,6,6.282032
6.285922,363,6,6.285922
6.287606,359,6,6.287606
6.289506,343,6,6.289506
6.289840,328,6,6.289840
6.289956,93,6,6.289956
6.290053,176,6,6.290053
6.290076,14,6,6.290076
6.290444,179,6,6.290444
6.291702,237,6,6.291702
6.292716,340,6,6.292716
6.296040,210,6,6.296040
6.296390,212,6,6.296390
6.298106,241,6,6.298106
6.298651,196,6,6.298651
6.298968,177,6,6.298968
6.304297,347,6,6.304297
6.304494,342,6,6.304494
6.304589,2,6,6.304589
6.305493,394,6,6.305493
6.305874,80,6,6.305874
6.309591,250,6,6.309591
6.310846,163,6,6.310846
6.312679,273,6,6.312679
6.312764,182,6,6.312764
6.312818,103,6,6.312818
6.315563,59,6,6.315563
6.316531,206,6,6.316531
6.316707,300,6,6.316707
6.316965,32,6,6.316965
6.317528,122,6,6.317528
6.319514,117,6,6.319514
6.320012,25,6,6.320012
6.321176,330,6,6.321176
6.321839,360,6,6.321839
6.324299,148,6,6.324299
6.324539,197,6,6.324539
6.324916,11,6,6.324916
6.326154,215,6,6.326154
6.328510,214,6,6.328510
6.330804,272,6,6.330804
6.331933,200,6,6.331933
6.332839,286,6,6.332839
6.333642,145,6,6.333642
6.333797,325,6,6.333797
6.333857,362,6,6.333857
6.335897,275,6,6.335897
6.335954,81,6,6.335954
6.336021,222,6,6.336021
6.336919,397,6,6.336919
6.338557,116,6,6.338557
6.340058,63,6,6.340058
6.340135,1,6,6.340135
6.340349,167,6,6.340349
6.341059,289,6,6.341059
6.341786,30,6,6.341786
6.342546,147,6,6.342546
6.342739,369,6,6.342739
6.343181,345,6,6.343181
6.345447,134,6,6.345447
6.348039,83,6,6.348039
6.348571,48,6,6.348571
6.353959,78,6,6.353959
6.354304,99,6,6.354304
6.354536,79,6,6.354536
6.356463,315,6,6.356463
6.356964,281,6,6.356964
6.357604,192,6,6.357604
6.360264,299,6,6.360264
6.360715,374,6,6.360715
6.361092,354,6,6.361092
6.362074,138,6,6.362074
6.363439,383,6,6.363439
6.369113,38,6,6.369113
6.369195,69,6,6.369195
6.369341,43,6,6.369341
6.373292,373,6,6.373292
6.373418,341,6,6.373418
6.382497,245,6,6.382497
6.382635,229,6,6.382635
6.385337,298,6,6.385337
6.385545,15,6,6.385545
6.386133,393,6,6.386133
6.386517,372,6,6.386517
6.387342,364,6,6.387342
6.387902,279,6,6.387902
6.390466,243,6,6.390466
6.391045,385,6,6.391045
6.397767,64,6,6.397767
6.398160,294,6,6.398160
6.400918,28,6,6.400918
6.401346,349,6,6.401346
6.403335,154,6,6.403335
6.403511,24,6,6.403511
6.410859,216,6,6.410859
6.411280,37,6,6.411280
6.413412,156,6,6.413412
6.415760,23,6,6.415760
6.416658,278,6,6.416658
6.416909,143,6,6.416909
6.418182,350,6,6.418182
6.419756,8,6,6.419756
6.424170,297,6,6.424170
6.425927,337,6,6.425927
6.426970,34,6,6.426970
6.428151,121,6,6.428151
6.428378,267,6,6.428378
6.435541,233,6,6.435541
6.435551,324,6,6.435551
6.438875,389,6,6.438875
6.439246,185,6,6.439246
6.440053,159,6,6.440053
6.442476,312,6,6.442476
6.442981,67,6,6.442981
6.443632,158,6,6.443632
6.444022,98,6,6.444022
6.444617,109,6,6.444617
6.444644,288,6,6.444644
6.445326,207,6,6.445326
6.445657,290,6,6.445657
6.445761,54,6,6.445761
6.445900,242,6,6.445900
6.446431,115,6,6.446431
6.447432,101,6,6.447432
6.447673,367,6,6.447673
6.448291,254,6,6.448291
6.448535,49,6,6.448535
6.448639,313,6,6.448639
6.449380,247,6,6.449380
6.450051,365,6,6.450051
6.450741,107,6,6.450741
6.453086,131,6,6.453086
6.453177,175,6,6.453177
6.455497,184,6,6.455497
6.455599,311,6,6.455599
6.456996,274,6,6.456996
6.457395,144,6,6.457395
6.458364,57,6,6.458364
6.459046,327,6,6.459046
6.459766,150,6,6.459766
6.462851,203,6,6.462851
6.463440,33,6,6.463440
6.464109,209,6,6.464109
6.465753,396,6,6.465753
6.467651,392,6,6.467651
6.468234,238,6,6.468234
6.468309,353,6,6.468309
6.468609,292,6,6.468609
6.468642,45,6,6.468642
6.468818,221,6,6.468818
6.470391,239,6,6.470391
6.472354,114,6,6.472354
6.478466,225,6,6.478466
6.479154,293,6,6.479154
6.480128,86,6,6.480128
6.483561,105,6,6.483561
6.483630,259,6,6.483630
6.484432,133,6,6.484432
6.484452,40,6,6.484452
6.485038,96,6,6.485038
6.485111,199,6,6.485111
6.486041,142,6,6.486041
6.487495,380,6,6.487495
6.487712,384,6,6.487712
6.487876,94,6,6.487876
6.488401,346,6,6.488401
6.489274,358,6,6.489274
6.489787,89,6,6.489787
6.490820,18,6,6.490820
6.492316,219,6,6.492316
6.492467,253,6,6.492467
6.495571,152,6,6.495571
6.496037,295,6,6.496037
7.000604,291,7,7.000604
7.001339,395,7,7.001339
7.001550,195,7,7.001550
7.002595,198,7,7.002595
7.004256,132,7,7.004256
7.004345,304,7,7.004345
7.004466,248,7,7.004466
7.009650,88,7,7.009650
7.010844,230,7,7.010844
7.010987,270,7,7.010987
7.012264,125,7,7.012264
7.012310,75,7,7.012310
7.012377,399,7,7.012377
7.012472,305,7,7.012472
7.012749,97,7,7.012749
7.013261,102,7,7.013261
7.014550,149,7,7.014550
7.014817,287,7,7.014817
7.016233,13,7,7.016233
7.016451,355,7,7.016451
7.018280,387,7,7.018280
7.018783,218,7,7.018783
7.019825,261,7,7.019825
7.021488,169,7,7.021488
7.022830,21,7,7.022830
7.026254,240,7,7.026254
7.027554,310,7,7.027554
7.027983,5,7,7.027983
7.029435,265,7,7.029435
7.032541,368,7,7.032541
7.035205,318,7,7.035205
7.035224,29,7,7.035224
7.036217,87,7,7.036217
7.039485,382,7,7.039485
7.041029,228,7,7.041029
7.042617,285,7,7.042617
7.043266,6,7,7.043266
7.045116,249,7,7.045116
7.046014,4,7,7.046014
7.046947,357,7,7.046947
7.047810,323,7,7.047810
7.048281,252,7,7.048281
7.048747,336,7,7.048747
7.049239,3,7,7.049239
7.049708,135,7,7.049708
7.049979,260,7,7.049979
7.050016,85,7,7.050016
7.053215,171,7,7.053215
7.056743,226,7,7.056743
7.056908,58,7,7.056908
7.058049,170,7,7.058049
7.060460,166,7,7.060460
7.060530,50,7,7.060530
7.061922,266,7,7.061922
7.065926,77,7,7.065926
7.065952,333,7,7.065952
7.066408,60,7,7.066408
7.068626,231,7,7.068626
7.072143,306,7,7.072143
7.072935,180,7,7.072935
7.074134,120,7,7.074134
7.074239,90,7,7.074239
7.074415,76,7,7.074415
7.076814,129,7,7.076814
7.080197,321,7,7.080197
7.084288,106,7,7.084288
7.085050,344,7,7.085050
7.089705,234,7,7.089705
7.092181,189,7,7.092181
7.093776,191,7,7.093776
7.094531,246,7,7.094531
7.096359,326,7,7.096359
7.097011,376,7,7.097011
7.100182,202,7,7.100182
7.100258,334,7,7.100258
7.100759,71,7,7.100759
7.102783,377,7,7.102783
7.105767,244,7,7.105767
7.107764,92,7,7.107764
7.111329,308,7,7.111329
7.112233,398,7,7.112233
7.113542,140,7,7.113542
7.114132,52,7,7.114132
7.115535,370,7,7.115535
7.116539,339,7,7.116539
7.117631,264,7,7.117631
7.118587,7,7,7.118587
7.119022,178,7,7.119022
7.120773,51,7,7.120773
7.122326,19,7,7.122326
7.123267,173,7,7.123267
7.123523,386,7,7.123523
7.127013,331,7,7.127013
7.128617,46,7,7.128617
7.129351,91,7,7.129351
7.130314,232,7,7.130314
7.133348,223,7,7.133348
7.135557,255,7,7.135557
7.136115,227,7,7.136115
7.136342,119,7,7.136342
7.136504,95,7,7.136504
7.137288,303,7,7.137288
7.138887,100,7,7.138887
7.140576,280,7,7.140576
7.142043,391,7,7.142043
7.143560,168,7,7.143560
7.144888,136,7,7.144888
7.146572,201,7,7.146572
7.148121,66,7,7.148121
7.149822,123,7,7.149822
7.150412,381,7,7.150412
7.150846,317,7,7.150846
7.153688,301,7,7.153688
7.154626,204,7,7.154626
7.155034,22,7,7.155034
7.156377,27,7,7.156377
7.158110,277,7,7.158110
7.158244,172,7,7.158244
7.160283,194,7,7.160283
7.162041,276,7,7.162041
7.162202,62,7,7.162202
7.162559,236,7,7.162559
7.164152,160,7,7.164152
7.164189,348,7,7.164189
7.164771,104,7,7.164771
7.164968,108,7,7.164968
7.166095,314,7,7.166095
7.167815,181,7,7.167815
7.174391,74,7,7.174391
7.175104,322,7,7.175104
7.175935,68,7,7.175935
7.177253,213,7,7.177253
7.177613,296,7,7.177613
7.179054,55,7,7.179054
7.180576,127,7,7.180576
7.180653,183,7,7.180653
7.181581,41,7,7.181581
7.182231,361,7,7.182231
7.184051,26,7,7.184051
7.184745,309,7,7.184745
7.187122,61,7,7.187122
7.187162,20,7,7.187162
7.187376,271,7,7.187376
7.188113,16,7,7.188113
7.189163,84,7,7.189163
7.189678,164,7,7.189678
7.190365,31,7,7.190365
7.190699,269,7,7.190699
7.190880,47,7,7.190880
7.191220,251,7,7.191220
7.191551,153,7,7.191551
