t,src,seq,t_gen
10.282032,224,10,10.282032
10.285922,363,10,10.285922
10.287606,359,10,10.287606
10.289506,343,10,10.289506
10.289840,328,10,10.289840
10.289956,93,10,10.289956
10.290053,176,10,10.290053
10.290076,14,10,10.290076
10.290444,179,10,10.290444
10.291702,237,10,10.291702
10.292716,340,10,10.292716
10.296040,210,10,10.296040
10.296390,212,10,10.296390
10.298106,241,10,10.298106
10.298651,196,10,10.298651
10.298968,177,10,10.298968
10.304297,347,10,10.304297
10.304494,342,10,10.304494
10.304589,2,10,10.304589
10.305493,394,10,10.305493
10.305874,80,10,10.305874
10.309591,250,10,10.309591
10.310846,163,10,10.310846
10.312679,273,10,10.312679
10.312764,182,10,10.312764
10.312818,103,10,10.312818
10.315563,59,10,10.315563
10.316531,206,10,10.316531
10.316707,300,10,10.316707
10.316965,32,10,10.316965
10.317528,122,10,10.317528
10.319514,117,10,10.319514
10.320012,25,10,10.320012
10.321176,330,10,10.321176
10.321839,360,10,10.321839
10.324299,148,10,10.324299
10.324539,197,10,10.324539
10.324916,11,10,10.324916
10.326154,215,10,10.326154
10.328510,214,10,10.328510
10.330804,272,10,10.330804
10.331933,200,10,10.331933
10.332839,286,10,10.332839
10.333642,145,10,10.333642
10.333797,325,10,10.333797
10.333857,362,10,10.333857
10.335897,275,10,10.335897
10.335954,81,10,10.335954
10.336021,222,10,10.336021
10.336919,397,10,10.336919
10.338557,116,10,10.338557
10.340058,63,10,10.340058
10.340135,1,10,10.340135
10.340349,167,10,10.340349
10.341059,289,10,10.341059
10.341786,30,10,10.341786
10.342546,147,10,10.342546
10.342739,369,10,10.342739
10.343181,345,10,10.343181
10.345447,134,10,10.345447
10.348039,83,10,10.348039
10.348571,48,10,10.348571
10.353959,78,10,10.353959
10.354304,99,10,10.354304
10.354536,79,10,10.354536
10.356463,315,10,10.356463
10.356964,281,10,10.356964
10.357604,192,10,10.357604
10.360264,299,10,10.360264
10.360715,374,10,10.360715
10.361092,354,10,10.361092
10.362074,138,10,10.362074
10.363439,383,10,10.363439
10.369113,38,10,10.369113
10.369195,69,10,10.369195
10.369341,43,10,10.369341
10.373292,373,10,10.373292
10.373418,341,10,10.373418
10.382497,245,10,10.382497
10.382635,229,10,10.382635
10.385337,298,10,10.385337
10.385545,15,10,10.385545
10.386133,393,10,10.386133
10.386517,372,10,10.386517
10.387342,364,10,10.387342
10.387902,279,10,10.387902
10.390466,243,10,10.390466
10.391045,385,10,10.391045
10.397767,64,10,10.397767
10.398160,294,10,10.398160
10.400918,28,10,10.400918
10.401346,349,10,10.401346
10.403335,154,10,10.403335
10.403511,24,10,10.403511
10.410859,216,10,10.410859
10.411280,37,10,10.411280
10.413412,156,10,10.413412
10.415760,23,10,10.415760
10.416658,278,10,10.416658
10.416909,143,10,10.416909
10.418182,350,10,10.418182
10.419756,8,10,10.419756
10.424170,297,10,10.424170
10.425927,337,10,10.425927
10.426970,34,10,10.426970
10.428151,121,10,10.428151
10.428378,267,10,10.428378
10.435541,233,10,10.435541
10.435551,324,10,10.435551
10.438875,389,10,10.438875
10.439246,185,10,10.439246
10.440053,159,10,10.440053
10.442476,312,10,10.442476
10.442981,67,10,10.442981
10.443632,158,10,10.443632
10.444022,98,10,10.444022
10.444617,109,10,10.444617
10.444644,288,10,10.444644
10.445326,207,10,10.445326
10.445657,290,10,10.445657
10.445761,54,10,10.445761
10.445900,242,10,10.445900
10.446431,115,10,10.446431
10.447432,101,10,10.447432
10.447673,367,10,10.447673
10.448291,254,10,10.448291
10.448535,49,10,10.448535
10.448639,313,10,10.448639
10.449380,247,10,10.449380
10.450051,365,10,10.450051
10.450741,107,10,10.450741
10.453086,131,10,10.453086
10.453177,175,10,10.453177
10.455497,184,10,10.455497
10.455599,311,10,10.455599
10.456996,274,10,10.456996
10.457395,144,10,10.457395
10.458364,57,10,10.458364
10.459046,327,10,10.459046
10.459766,150,10,10.459766
10.462851,203,10,10.462851
10.463440,33,10,10.463440
10.464109,209,10,10.464109
10.465753,396,10,10.465753
10.467651,392,10,10.467651
10.468234,238,10,10.468234
10.468309,353,10,10.468309
10.468609,292,10,10.468609
10.468642,45,10,10.468642
10.468818,221,10,10.468818
10.470391,239,10,10.470391
10.472354,114,10,10.472354
10.478466,225,10,10.478466
10.479154,293,10,10.479154
10.480128,86,10,10.480128
10.483561,105,10,10.483561
10.483630,259,10,10.483630
10.484432,133,10,10.484432
10.484452,40,10,10.484452
10.485038,96,10,10.485038
10.485111,199,10,10.485111
10.486041,142,10,10.486041
10.487495,380,10,10.487495
10.487712,384,10,10.487712
10.487876,94,10,10.487876
10.488401,346,10,10.488401
10.489274,358,10,10.489274
10.489787,89,10,10.489787
10.490820,18,10,10.490820
10.492316,219,10,10.492316
10.492467,253,10,10.492467
10.495571,152,10,10.495571
10.496037,295,10,10.496037
11.000604,291,11,11.000604
11.001339,395,11,11.001339
11.001550,195,11,11.001550
11.002595,198,11,11.002595
11.004256,132,11,11.004256
11.004345,304,11,11.004345
11.004466,248,11,11.004466
11.009650,88,11,11.009650
11.010844,230,11,11.010844
11.010987,270,11,11.010987
11.012264,125,11,11.012264
11.012310,75,11,11.012310
11.012377,399,11,11.012377
11.012472,305,11,11.012472
11.012749,97,11,11.012749
11.013261,102,11,11.013261
11.014550,149,11,11.014550
11.014817,287,11,11.014817
11.016233,13,11,11.016233
11.016451,355,11,11.016451
11.018280,387,11,11.018280
11.018783,218,11,11.018783
11.019825,261,11,11.019825
11.021488,169,11,11.021488
11.022830,21,11,11.022830
11.026254,240,11,11.026254
11.027554,310,11,11.027554
11.027983,5,11,11.027983
11.029435,265,11,11.029435
11.032541,368,11,11.032541
11.035205,318,11,11.035205
11.035224,29,11,11.035224
11.036217,87,11,11.036217
11.039485,382,11,11.039485
11.041029,228,11,11.041029
11.042617,285,11,11.042617
11.043266,6,11,11.043266
11.045116,249,11,11.045116
11.046014,4,11,11.046014
11.046947,357,11,11.046947
11.047810,323,11,11.047810
11.048281,252,11,11.048281
11.048747,336,11,11.048747
11.049239,3,11,11.049239
11.049708,135,11,11.049708
11.049979,260,11,11.049979
11.050016,85,11,11.050016
11.053215,171,11,11.053215
11.056743,226,11,11.056743
11.056908,58,11,11.056908
11.058049,170,11,11.058049
11.060460,166,11,11.060460
11.060530,50,11,11.060530
11.061922,266,11,11.061922
11.065926,77,11,11.065926
11.065952,333,11,11.065952
11.066408,60,11,11.066408
11.068626,231,11,11.068626
11.072143,306,11,11.072143
11.072935,180,11,11.072935
11.074134,120,11,11.074134
11.074239,90,11,11.074239
11.074415,76,11,11.074415
11.076814,129,11,11.076814
11.080197,321,11,11.080197
11.084288,106,11,11.084288
11.085050,344,11,11.085050
11.089705,234,11,11.089705
11.092181,189,11,11.092181
11.093776,191,11,11.093776
11.094531,246,11,11.094531
11.096359,326,11,11.096359
11.097011,376,11,11.097011
11.100182,202,11,11.100182
11.100258,334,11,11.100258
11.100759,71,11,11.100759
11.102783,377,11,11.102783
11.105767,244,11,11.105767
11.107764,92,11,11.107764
11.111329,308,11,11.111329
11.112233,398,11,11.112233
11.113542,140,11,11.113542
11.114132,52,11,11.114132
11.115535,370,11,11.115535
11.116539,339,11,11.116539
11.117631,264,11,11.117631
11.118587,7,11,11.118587
11.119022,178,11,11.119022
11.120773,51,11,11.120773
11.122326,19,11,11.122326
11.123267,173,11,11.123267
11.123523,386,11,11.123523
11.127013,331,11,11.127013
11.128617,46,11,11.128617
11.129351,91,11,11.129351
11.130314,232,11,11.130314
11.133348,223,11,11.133348
11.135557,255,11,11.135557
11.136115,227,11,11.136115
11.136342,119,11,11.136342
11.136504,95,11,11.136504
11.137288,303,11,11.137288
11.138887,100,11,11.138887
11.140576,280,11,11.140576
11.142043,391,11,11.142043
11.143560,168,11,11.143560
11.144888,136,11,11.144888
11.146572,201,11,11.146572
11.148121,66,11,11.148121
11.149822,123,11,11.149822
11.150412,381,11,11.150412
11.150846,317,11,11.150846
11.153688,301,11,11.153688
11.154626,204,11,11.154626
11.155034,22,11,11.155034
11.156377,27,11,11.156377
11.158110,277,11,11.158110
11.158244,172,11,11.158244
11.160283,194,11,11.160283
11.162041,276,11,11.162041
11.162202,62,11,11.162202
11.162559,236,11,11.162559
11.164152,160,11,11.164152
11.164189,348,11,11.164189
11.164771,104,11,11.164771
11.164968,108,11,11.164968
11.166095,314,11,11.166095
11.167815,181,11,11.167815
11.174391,74,11,11.174391
11.175104,322,11,11.175104
11.175935,68,11,11.175935
11.177253,213,11,11.177253
11.177613,296,11,11.177613
11.179054,55,11,11.179054
11.180576,127,11,11.180576
11.180653,183,11,11.180653
11.181581,41,11,11.181581
11.182231,361,11,11.182231
11.184051,26,11,11.184051
11.184745,309,11,11.184745
11.187122,61,11,11.187122
11.187162,20,11,11.187162
11.187376,271,11,11.187376
11.188113,16,11,11.188113
11.189163,84,11,11.189163
11.189678,164,11,11.189678
11.190365,31,11,11.190365
11.190699,269,11,11.190699
11.190880,47,11,11.190880
11.191220,251,11,11.191220
11.191551,153,11,11.191551
11.192619,56,11,11.192619
11.193414,112,11,11.193414
11.194160,320,11,11.194160
11.194434,139,11,11.194434
11.197772,338,11,11.197772
11.198767,42,11,11.198767
11.199830,283,11,11.199830
11.199834,268,11,11.199834
11.201383,217,11,11.201383
11.201609,205,11,11.201609
11.202153,366,11,11.202153
11.202212,161,11,11.202212
11.203461,388,11,11.203461
11.207640,351,11,11.207640
11.207804,352,11,11.207804
11.210922,319,11,11.210922
11.212754,130,11,11.212754
11.212973,356,11,11.212973
11.213472,316,11,11.213472
11.213917,36,11,11.213917
11.215892,211,11,11.215892
11.215997,390,11,11.215997
11.216303,208,11,11.216303
11.216639,235,11,11.216639
11.217078,186,11,11.217078
11.217380,190,11,11.217380
11.218907,379,11,11.218907
11.220333,146,11,11.220333
11.223572,39,11,11.223572
11.223758,82,11,11.223758
11.224071,220,11,11.224071
11.224542,44,11,11.224542
11.227430,141,11,11.227430
11.227949,329,11,11.227949
11.229130,263,11,11.229130
11.230110,124,11,11.230110
11.230503,155,11,11.230503
11.236595,256,11,11.236595
11.237334,188,11,11.237334
11.239877,257,11,11.239877
11.241446,375,11,11.241446
11.241853,262,11,11.241853
11.244755,53,11,11.244755
11.245512,17,11,11.245512
11.248839,35,11,11.248839
11.251355,128,11,11.251355
11.251967,65,11,11.251967
11.254195,258,11,11.254195
11.255314,111,11,11.255314
11.256226,110,11,11.256226
11.256537,10,11,11.256537
11.256880,307,11,11.256880
11.257027,335,11,11.257027
11.258806,187,11,11.258806
11.259821,73,11,11.259821
11.261185,9,11,11.261185
11.261503,193,11,11.261503
11.265044,113,11,11.265044
11.265430,284,11,11.265430
11.267734,378,11,11.267734
11.268137,0,11,11.268137
11.268640,302,11,11.268640
11.269434,371,11,11.269434
11.269537,137,11,11.269537
11.269559,157,11,11.269559
11.271065,165,11,11.271065
11.271229,151,11,11.271229
11.272295,12,11,11.272295
11.272324,162,11,11.272324
11.274181,118,11,11.274181
11.274260,72,11,11.274260
11.275540,332,11,11.275540
11.277681,70,11,11.277681
11.279033,126,11,11.279033
11.280789,282,11,11.280789
11.281392,174,11,11.281392
11.282032,224,11,11.282032
11.285922,363,11,11.285922
11.287606,359,11,11.287606
11.289506,343,11,11.289506
11.289840,328,11,11.289840
11.289956,93,11,11.289956
11.290053,176,11,11.290053
11.290076,14,11,11.290076
11.290444,179,11,11.290444
11.291702,237,11,11.291702
11.292716,340,11,11.292716
11.296040,210,11,11.296040
11.296390,212,11,11.296390
11.298106,241,11,11.298106
11.298651,196,11,11.298651
11.298968,177,11,11.298968
11.304297,347,11,11.304297
11.304494,342,11,11.304494
11.304589,2,11,11.304589
11.305493,394,11,11.305493
11.305874,80,11,11.305874
11.309591,250,11,11.309591
11.310846,163,11,11.310846
11.312679,273,11,11.312679
11.312764,182,11,11.312764
11.312818,103,11,11.312818
11.315563,59,11,11.315563
11.316531,206,11,11.316531
11.316707,300,11,11.316707
11.316965,32,11,11.316965
11.317528,122,11,11.317528
11.319514,117,11,11.319514
11.320012,25,11,11.320012
11.321176,330,11,11.321176
11.321839,360,11,11.321839
11.324299,148,11,11.324299
11.324539,197,11,11.324539
11.324916,11,11,11.324916
11.326154,215,11,11.326154
11.328510,214,11,11.328510
11.330804,272,11,11.330804
11.331933,200,11,11.331933
11.332839,286,11,11.332839
11.333642,145,11,11.333642
11.333797,325,11,11.333797
11.333857,362,11,11.333857
11.335897,275,11,11.335897
11.335954,81,11,11.335954
11.336021,222,11,11.336021
11.336919,397,11,11.336919
11.338557,116,11,11.338557
11.340058,63,11,11.340058
11.340135,1,11,11.340135
11.340349,167,11,11.340349
11.341059,289,11,11.341059
11.341786,30,11,11.341786
11.342546,147,11,11.342546
11.342739,369,11,11.342739
11.343181,345,11,11.343181
11.345447,134,11,11.345447
11.348039,83,11,11.348039
11.348571,48,11,11.348571
11.353959,78,11,11.353959
11.354304,99,11,11.354304
11.354536,79,11,11.354536
11.356463,315,11,11.356463
11.356964,281,11,11.356964
11.357604,192,11,11.357604
11.360264,299,11,11.360264
11.360715,374,11,11.360715
11.361092,354,11,11.361092
11.362074,138,11,11.362074
11.363439,383,11,11.363439
11.369113,38,11,11.369113
11.369195,69,11,11.369195
11.369341,43,11,11.369341
11.373292,373,11,11.373292
11.373418,341,11,11.373418
11.382497,245,11,11.382497
11.382635,229,11,11.382635
11.385337,298,11,11.385337
11.385545,15,11,11.385545
11.386133,393,11,11.386133
11.386517,372,11,11.386517
11.387342,364,11,11.387342
11.387902,279,11,11.387902
11.390466,243,11,11.390466
11.391045,385,11,11.391045
11.397767,64,11,11.397767
11.398160,294,11,11.398160
11.400918,28,11,11.400918
11.401346,349,11,11.401346
11.403335,154,11,11.403335
11.403511,24,11,11.403511
11.410859,216,11,11.410859
11.411280,37,11,11.411280
11.413412,156,11,11.413412
11.415760,23,11,11.415760
11.416658,278,11,11.416658
11.416909,143,11,11.416909
11.418182,350,11,11.418182
11.419756,8,11,11.419756
11.424170,297,11,11.424170
11.425927,337,11,11.425927
11.426970,34,11,11.426970
11.428151,121,11,11.428151
11.428378,267,11,11.428378
11.435541,233,11,11.435541
11.435551,324,11,11.435551
11.438875,389,11,11.438875
11.439246,185,11,11.439246
11.440053,159,11,11.440053
11.442476,312,11,11.442476
11.442981,67,11,11.442981
11.443632,158,11,11.443632
11.444022,98,11,11.444022
11.444617,109,11,11.444617
11.444644,288,11,11.444644
11.445326,207,11,11.445326
11.445657,290,11,11.445657
11.445761,54,11,11.445761
11.445900,242,11,11.445900
11.446431,115,11,11.446431
11.447432,101,11,11.447432
11.447673,367,11,11.447673
11.448291,254,11,11.448291
11.448535,49,11,11.448535
11.448639,313,11,11.448639
11.449380,247,11,11.449380
11.450051,365,11,11.450051
11.450741,107,11,11.450741
11.453086,131,11,11.453086
11.453177,175,11,11.453177
11.455497,184,11,11.455497
11.455599,311,11,11.455599
11.456996,274,11,11.456996
11.457395,144,11,11.457395
11.458364,57,11,11.458364
11.459046,327,11,11.459046
11.459766,150,11,11.459766
11.462851,203,11,11.462851
11.463440,33,11,11.463440
11.464109,209,11,11.464109
11.465753,396,11,11.465753
11.467651,392,11,11.467651
11.468234,238,11,11.468234
11.468309,353,11,11.468309
11.468609,292,11,11.468609
11.468642,45,11,11.468642
11.468818,221,11,11.468818
11.470391,239,11,11.470391
11.472354,114,11,11.472354
11.478466,225,11,11.478466
11.479154,293,11,11.479154
11.480128,86,11,11.480128
11.483561,105,11,11.483561
11.483630,259,11,11.483630
11.484432,133,11,11.484432
11.484452,40,11,11.484452
11.485038,96,11,11.485038
11.485111,199,11,11.485111
11.486041,142,11,11.486041
11.487495,380,11,11.487495
11.487712,384,11,11.487712
11.487876,94,11,11.487876
11.488401,346,11,11.488401
11.489274,358,11,11.489274
11.489787,89,11,11.489787
11.490820,18,11,11.490820
11.492316,219,11,11.492316
11.492467,253,11,11.492467
11.495571,152,11,11.495571
11.496037,295,11,11.496037
12.000604,291,12,12.000604
12.001339,395,12,12.001339
12.001550,195,12,12.001550
12.002595,198,12,12.002595
12.004256,132,12,12.004256
12.004345,304,12,12.004345
12.004466,248,12,12.004466
12.009650,88,12,12.009650
12.010844,230,12,12.010844
12.010987,270,12,12.010987
12.012264,125,12,12.012264
12.012310,75,12,12.012310
12.012377,399,12,12.012377
12.012472,305,12,12.012472
12.012749,97,12,12.012749
12.013261,102,12,12.013261
12.014550,149,12,12.014550
12.014817,287,12,12.014817
12.016233,13,12,12.016233
12.016451,355,12,12.016451
12.018280,387,12,12.018280
12.018783,218,12,12.018783
12.019825,261,12,12.019825
12.021488,169,12,12.021488
12.022830,21,12,12.022830
12.026254,240,12,12.026254
12.027554,310,12,12.027554
12.027983,5,12,12.027983
12.029435,265,12,12.029435
12.032541,368,12,12.032541
12.035205,318,12,12.035205
12.035224,29,12,12.035224
12.036217,87,12,12.036217
12.039485,382,12,12.039485
12.041029,228,12,12.041029
12.042617,285,12,12.042617
12.043266,6,12,12.043266
12.045116,249,12,12.045116
12.046014,4,12,12.046014
12.046947,357,12,12.046947
12.047810,323,12,12.047810
12.048281,252,12,12.048281
12.048747,336,12,12.048747
12.049239,3,12,12.049239
12.049708,135,12,12.049708
12.049979,260,12,12.049979
12.050016,85,12,12.050016
12.053215,171,12,12.053215
12.056743,226,12,12.056743
12.056908,58,12,12.056908
12.058049,170,12,12.058049
12.060460,166,12,12.060460
12.060530,50,12,12.060530
12.061922,266,12,12.061922
12.065926,77,12,12.065926
12.065952,333,12,12.065952
12.066408,60,12,12.066408
12.068626,231,12,12.068626
12.072143,306,12,12.072143
12.072935,180,12,12.072935
12.074134,120,12,12.074134
12.074239,90,12,12.074239
12.074415,76,12,12.074415
12.076814,129,12,12.076814
12.080197,321,12,12.080197
12.084288,106,12,12.084288
12.085050,344,12,12.085050
12.089705,234,12,12.089705
12.092181,189,12,12.092181
12.093776,191,12,12.093776
12.094531,246,12,12.094531
12.096359,326,12,12.096359
12.097011,376,12,12.097011
12.100182,202,12,12.100182
12.100258,334,12,12.100258
12.100759,71,12,12.100759
12.102783,377,12,12.102783
12.105767,244,12,12.105767
12.107764,92,12,12.107764
12.111329,308,12,12.111329
12.112233,398,12,12.112233
12.113542,140,12,12.113542
12.114132,52,12,12.114132
12.115535,370,12,12.115535
12.116539,339,12,12.116539
12.117631,264,12,12.117631
12.118587,7,12,12.118587
12.119022,178,12,12.119022
12.120773,51,12,12.120773
12.122326,19,12,12.122326
12.123267,173,12,12.123267
12.123523,386,12,12.123523
12.127013,331,12,12.127013
12.128617,46,12,12.128617
12.129351,91,12,12.129351
12.130314,232,12,12.130314
12.133348,223,12,12.133348
12.135557,255,12,12.135557
12.136115,227,12,12.136115
12.136342,119,12,12.136342
12.136504,95,12,12.136504
12.137288,303,12,12.137288
12.138887,100,12,12.138887
12.140576,280,12,12.140576
12.142043,391,12,12.142043
12.143560,168,12,12.143560
12.144888,136,12,12.144888
12.146572,201,12,12.146572
12.148121,66,12,12.148121
12.149822,123,12,12.149822
12.150412,381,12,12.150412
12.150846,317,12,12.150846
12.153688,301,12,12.153688
12.154626,204,12,12.154626
12.155034,22,12,12.155034
12.156377,27,12,12.156377
12.158110,277,12,12.158110
12.158244,172,12,12.158244
12.160283,194,12,12.160283
12.162041,276,12,12.162041
12.162202,62,12,12.162202
12.162559,236,12,12.162559
12.164152,160,12,12.164152
12.164189,348,12,12.164189
12.164771,104,12,12.164771
12.164968,108,12,12.164968
12.166095,314,12,12.166095
12.167815,181,12,12.167815
12.174391,74,12,12.174391
12.175104,322,12,12.175104
12.175935,68,12,12.175935
12.177253,213,12,12.177253
12.177613,296,12,12.177613
12.179054,55,12,12.179054
12.180576,127,12,12.180576
12.180653,183,12,12.180653
12.181581,41,12,12.181581
12.182231,361,12,12.182231
12.184051,26,12,12.184051
12.184745,309,12,12.184745
12.187122,61,12,12.187122
12.187162,20,12,12.187162
12.187376,271,12,12.187376
12.188113,16,12,12.188113
12.189163,84,12,12.189163
12.189678,164,12,12.189678
12.190365,31,12,12.190365
12.190699,269,12,12.190699
12.190880,47,12,12.190880
12.191220,251,12,12.191220
12.191551,153,12,12.191551
12.192619,56,12,12.192619
12.193414,112,12,12.193414
12.194160,320,12,12.194160
12.194434,139,12,12.194434
12.197772,338,12,12.197772
12.198767,42,12,12.198767
12.199830,283,12,12.199830
12.199834,268,12,12.199834
12.201383,217,12,12.201383
12.201609,205,12,12.201609
12.202153,366,12,12.202153
12.202212,161,12,12.202212
12.203461,388,12,12.203461
12.207640,351,12,12.207640
12.207804,352,12,12.207804
12.210922,319,12,12.210922
12.212754,130,12,12.212754
12.212973,356,12,12.212973
12.213472,316,12,12.213472
12.213917,36,12,12.213917
12.215892,211,12,12.215892
12.215997,390,12,12.215997
12.216303,208,12,12.216303
12.216639,235,12,12.216639
12.217078,186,12,12.217078
12.217380,190,12,12.217380
12.218907,379,12,12.218907
12.220333,146,12,12.220333
12.223572,39,12,12.223572
12.223758,82,12,12.223758
12.224071,220,12,12.224071
12.224542,44,12,12.224542
12.227430,141,12,12.227430
12.227949,329,12,12.227949
12.229130,263,12,12.229130
12.230110,124,12,12.230110
12.230503,155,12,12.230503
12.236595,256,12,12.236595
12.237334,188,12,12.237334
12.239877,257,12,12.239877
12.241446,375,12,12.241446
12.241853,262,12,12.241853
12.244755,53,12,12.244755
12.245512,17,12,12.245512
12.248839,35,12,12.248839
12.251355,128,12,12.251355
12.251967,65,12,12.251967
12.254195,258,12,12.254195
12.255314,111,12,12.255314
12.256226,110,12,12.256226
12.256537,10,12,12.256537
12.256880,307,12,12.256880
12.257027,335,12,12.257027
12.258806,187,12,12.258806
12.259821,73,12,12.259821
12.261185,9,12,12.261185
12.261503,193,12,12.261503
12.265044,113,12,12.265044
12.265430,284,12,12.265430
12.267734,378,12,12.267734
12.268137,0,12,12.268137
12.268640,302,12,12.268640
12.269434,371,12,12.269434
12.269537,137,12,12.269537
12.269559,157,12,12.269559
12.271065,165,12,12.271065
12.271229,151,12,12.271229
12.272295,12,12,12.272295
12.272324,162,12,12.272324
12.274181,118,12,12.274181
12.274260,72,12,12.274260
12.275540,332,12,12.275540
12.277681,70,12,12.277681
12.279033,126,12,12.279033
12.280789,282,12,12.280789
12.281392,174,12,12.281392
12.282032,224,12,12.282032
12.285922,363,12,12.285922
12.287606,359,12,12.287606
12.289506,343,12,12.289506
12.289840,328,12,12.289840
12.289956,93,12,12.289956
12.290053,176,12,12.290053
12.290076,14,12,12.290076
12.290444,179,12,12.290444
12.291702,237,12,12.291702
12.292716,340,12,12.292716
12.296040,210,12,12.296040
12.296390,212,12,12.296390
12.298106,241,12,12.298106
12.298651,196,12,12.298651
12.298968,177,12,12.298968
12.304297,347,12,12.304297
12.304494,342,12,12.304494
12.304589,2,12,12.304589
12.305493,394,12,12.305493
12.305874,80,12,12.305874
12.309591,250,12,12.309591
12.310846,163,12,12.310846
12.312679,273,12,12.312679
12.312764,182,12,12.312764
12.312818,103,12,12.312818
12.315563,59,12,12.315563
12.316531,206,12,12.316531
12.316707,300,12,12.316707
12.316965,32,12,12.316965
12.317528,122,12,12.317528
12.319514,117,12,12.319514
12.320012,25,12,12.320012
12.321176,330,12,12.321176
12.321839,360,12,12.321839
12.324299,148,12,12.324299
12.324539,197,12,12.324539
12.324916,11,12,12.324916
12.326154,215,12,12.326154
12.328510,214,12,12.328510
12.330804,272,12,12.330804
12.331933,200,12,12.331933
12.332839,286,12,12.332839
12.333642,145,12,12.333642
12.333797,325,12,12.333797
12.333857,362,12,12.333857
12.335897,275,12,12.335897
12.335954,81,12,12.335954
12.336021,222,12,12.336021
12.336919,397,12,12.336919
12.338557,116,12,12.338557
12.340058,63,12,12.340058
12.340135,1,12,12.340135
12.340349,167,12,12.340349
12.341059,289,12,12.341059
12.341786,30,12,12.341786
12.342546,147,12,12.342546
12.342739,369,12,12.342739
12.343181,345,12,12.343181
12.345447,134,12,12.345447
12.348039,83,12,12.348039
12.348571,48,12,12.348571
12.353959,78,12,12.353959
12.354304,99,12,12.354304
12.354536,79,12,12.354536
12.356463,315,12,12.356463
12.356964,281,12,12.356964
12.357604,192,12,12.357604
12.360264,299,12,12.360264
12.360715,374,12,12.360715
12.361092,354,12,12.361092
12.362074,138,12,12.362074
12.363439,383,12,12.363439
12.369113,38,12,12.369113
12.369195,69,12,12.369195
12.369341,43,12,12.369341
12.373292,373,12,12.373292
12.373418,341,12,12.373418
12.382497,245,12,12.382497
12.382635,229,12,12.382635
12.385337,298,12,12.385337
12.385545,15,12,12.385545
12.386133,393,12,12.386133
12.386517,372,12,12.386517
12.387342,364,12,12.387342
12.387902,279,12,12.387902
12.390466,243,12,12.390466
12.391045,385,12,12.391045
12.397767,64,12,12.397767
12.398160,294,12,12.398160
12.400918,28,12,12.400918
12.401346,349,12,12.401346
12.403335,154,12,12.403335
12.403511,24,12,12.403511
12.410859,216,12,12.410859
12.411280,37,12,12.411280
12.413412,156,12,12.413412
12.415760,23,12,12.415760
12.416658,278,12,12.416658
12.416909,143,12,12.416909
12.418182,350,12,12.418182
12.419756,8,12,12.419756
12.424170,297,12,12.424170
12.425927,337,12,12.425927
12.426970,34,12,12.426970
12.428151,121,12,12.428151
12.428378,267,12,12.428378
12.435541,233,12,12.435541
12.435551,324,12,12.435551
12.438875,389,12,12.438875
12.439246,185,12,12.439246
12.440053,159,12,12.440053
12.442476,312,12,12.442476
12.442981,67,12,12.442981
12.443632,158,12,12.443632
12.444022,98,12,12.444022
12.444617,109,12,12.444617
12.444644,288,12,12.444644
12.445326,207,12,12.445326
12.445657,290,12,12.445657
12.445761,54,12,12.445761
12.445900,242,12,12.445900
12.446431,115,12,12.446431
12.447432,101,12,12.447432
12.447673,367,12,12.447673
12.448291,254,12,12.448291
12.448535,49,12,12.448535
12.448639,313,12,12.448639
12.449380,247,12,12.449380
12.450051,365,12,12.450051
12.450741,107,12,12.450741
12.453086,131,12,12.453086
12.453177,175,12,12.453177
12.455497,184,12,12.455497
12.455599,311,12,12.455599
12.456996,274,12,12.456996
12.457395,144,12,12.457395
12.458364,57,12,12.458364
12.459046,327,12,12.459046
12.459766,150,12,12.459766
12.462851,203,12,12.462851
12.463440,33,12,12.463440
12.464109,209,12,12.464109
12.465753,396,12,12.465753
12.467651,392,12,12.467651
12.468234,238,12,12.468234
12.468309,353,12,12.468309
12.468609,292,12,12.468609
12.468642,45,12,12.468642
12.468818,221,12,12.468818
12.470391,239,12,12.470391
12.472354,114,12,12.472354
12.478466,225,12,12.478466
12.479154,293,12,12.479154
12.480128,86,12,12.480128
12.483561,105,12,12.483561
12.483630,259,12,12.483630
12.484432,133,12,12.484432
12.484452,40,12,12.484452
12.485038,96,12,12.485038
12.485111,199,12,12.485111
12.486041,142,12,12.486041
12.487495,380,12,12.487495
12.487712,384,12,12.487712
12.487876,94,12,12.487876
12.488401,346,12,12.488401
12.489274,358,12,12.489274
12.489787,89,12,12.489787
12.490820,18,12,12.490820
12.492316,219,12,12.492316
12.492467,253,12,12.492467
12.495571,152,12,12.495571
12.496037,295,12,12.496037
13.000604,291,13,13.000604
13.001339,395,13,13.001339
13.001550,195,13,13.001550
13.002595,198,13,13.002595
13.004256,132,13,13.004256
13.004345,304,13,13.004345
13.004466,248,13,13.004466
13.009650,88,13,13.009650
13.010844,230,13,13.010844
13.010987,270,13,13.010987
13.012264,125,13,13.012264
13.012310,75,13,13.012310
13.012377,399,13,13.012377
13.012472,305,13,13.012472
13.012749,97,13,13.012749
13.013261,102,13,13.013261
13.014550,149,13,13.014550
13.014817,287,13,13.014817
13.016233,13,13,13.016233
13.016451,355,13,13.016451
13.018280,387,13,13.018280
13.018783,218,13,13.018783
13.019825,261,13,13.019825
13.021488,169,13,13.021488
13.022830,21,13,13.022830
13.026254,240,13,13.026254
